text,testament,book,chapter,verse,duration_seconds,speaker_id,filename,everyvoice_utmos,everyvoice_asr_hyp,everyvoice_wer
"Nígbà náà ni wọ́n bú eérú gbígbóná láti inú ààrò, wọ́n dúró ní iwájú Farao. Mose sì ku eérú náà sínú afẹ́fẹ́, ó sì di oówo tí ń tú pẹ̀lú ìléròrò ni ara àwọn ènìyàn àti lára ẹran.",Old Testament,Exodus,9,10,16.4,SPEAKER_00,EXO_009_Verse_010.wav,2.150390625,nígbà náà ni wọ́n bu irú gbígbóná láti inú ààrò wọ́n dúró ní iwájú farao mose sì kú irú náà sínú afẹ́fẹ́ ó sì di hó wo tí ń tú pẹ̀lú ìléròrò ni ara àwọn ènìyàn àti lára ẹran,0.3157894736842105
"Nǹkan wọ̀nyí ni Jesu sọ, ó sì gbé ojú rẹ̀ sókè ọ̀run, ó sì wí pé, “Baba, wákàtí náà dé, yin ọmọ rẹ lógo, kí ọmọ rẹ kí ó lè yìn ọ́ lógo pẹ̀lú.",New Testament,John,17,1,16.18,SPEAKER_00,JHN_017_Verse_001.wav,1.41796875,nǹkan wọ̀nyí ni jesu sọ ó sì gbé ojú rẹ̀ sókè ọ̀run ó sì wí pé baba wákàtí náà dé yin ọmọ rẹ lógo kí ọmọ rẹ kí ó lè yìn ọ́ lógo pẹ̀lú,0.2647058823529412
Ọ̀dọ́-àgùntàn kan ni ìwọ yóò fi rú ẹbọ ní òwúrọ̀ àti ọ̀dọ́-àgùntàn èkejì ní àṣálẹ́.,Old Testament,Exodus,29,39,6.27,SPEAKER_00,EXO_029_Verse_039.wav,2.775390625,ọ̀dọ́-àgùntàn kan ni ìwọ yóò fi rú ẹbọ ní òwúrọ̀ àti ọ̀dọ́-àgùntàn èkejì ní àṣálẹ́,0.13333333333333333
"Ẹ wá sórí rẹ̀ láti òpin gbogbo, sí ilé ìṣúra rẹ̀ sílẹ̀, ẹ kó o jọ bí òkìtì ọkà, kí ẹ sì yà á sọ́tọ̀ fún ìparun, ẹ má ṣe fí yòókù sílẹ̀ fún un.",Old Testament,Jeremiah,50,26,12.95,SPEAKER_00,JER_050_Verse_026.wav,2.337890625,ẹ wá sórí rẹ̀ láti òpin gbogbo sí ilé ìṣúra rẹ̀ sílẹ̀ ẹ kó o jọ bí òkìtì ọkà kí ẹ sì yà á sọ́tọ̀ fún ìparun ẹ má ṣe fi òkú sílẹ̀ fún un,0.22857142857142856
"Kí èmi tó mọ̀, àárẹ̀ ọkàn mú mi, mo sì fẹ́ kí ń wà láàrín àwọn ènìyàn mi. Ọ̀rẹ́",Old Testament,Song of Songs,6,12,6.65,SPEAKER_00,SNG_006_Verse_012.wav,2.234375,kí èmi tó mọ̀ arẹ́ ọkàn mú mi mo sì fẹ́ kí ń wà láàrín àwọn ènìyàn mi,0.3157894736842105
"Ní ìgbà Peka ọba Israẹli, Tiglat-Pileseri ọba Asiria wá, ó sì mú Ijoni, Abeli-Beti-Maaka, Janoa, Kedeṣi àti Hasori. Ó gba Gileadi àti Galili pẹ̀lú gbogbo ilẹ̀ Naftali. Ó sì kó àwọn ènìyàn ní ìgbèkùn lọ sí Asiria.",Old Testament,2 Kings,15,29,20.53,SPEAKER_00,2KI_015_Verse_029.wav,2.62890625,ní ìgbà peka ọba israẹli ti láti pileseri ọba asiria wá ó sì mú ijoni abeli-beti-maaka janoa kedeṣi àti asori ó gba gileadi àti galili pẹ̀lú gbogbo ilẹ̀ naftali ó sì kó àwọn ènìyàn ní ìgbèkùn lọ sí asiria,0.5135135135135135
"Ìbẹ̀rẹ̀ ìyìnrere nípa Jesu Kristi, Ọmọ Ọlọ́run.",New Testament,Mark,1,1,4.46,SPEAKER_00,MRK_001_Verse_001.wav,1.7890625,ìbẹ̀rẹ̀ èyí rere nípa jesu kristi ọmọ ọlọ́run,1.0
"Nígbà tí ó tó àkókò fún un láti bímọ, ìbejì ni ó wà nínú rẹ̀, ọkùnrin sì ni wọ́n.",Old Testament,Genesis,25,24,7.24,SPEAKER_00,GEN_025_Verse_024.wav,1.814453125,nígbà tí ó tó àkókò fún un láti bímọ ìbejì ni ó wà nínú rẹ̀ ọkùnrin sì ni wọ́n,0.21052631578947367
"Nígbà tí Olúwa ń fẹ́ gbé Elijah lọ sí òkè ọ̀run nínú àjà, Elijah àti Eliṣa wà ní ọ̀nà láti Gilgali.",Old Testament,2 Kings,2,1,8.34,SPEAKER_00,2KI_002_Verse_001.wav,1.962890625,nígbà tí olúwa ń fẹ́ gbé elijah lọ sí òkè ọ̀run nínú àjà elijah àti eliṣa wà ní ọ̀nà láti gilgali,0.3333333333333333
"Mo rí ògiri tí ó yí agbègbè ibi mí mọ̀ po. Gígùn ọ̀pá ìwọnlẹ̀ tí ó wà ní ọwọ́ ọkùnrin náà sì jẹ́ ìgbọ̀nwọ́ mẹ́fà, ọ̀kọ̀ọ̀kan sì jẹ́ ìgbọ̀nwọ́ kan àti ìlàsí mẹ́rin ẹsẹ̀ bàtà. Ó wọn ògiri náà; ó jẹ́ ìwọ̀nyí ọ̀pá náà ni nínípọn, ó sì jẹ́ ọ̀pá kan ní gíga.",Old Testament,Ezekiel,40,5,26.15,SPEAKER_00,EZK_040_Verse_005.wav,1.4248046875,mo rí ògiri tí ó yí agbègbè ibi mí mọ̀ pò gígùn ọ̀pá ìwọ̀nlẹ̀ tí ó wà ní ọwọ́ ọkùnrin náà sì jẹ́ ìgbọ̀nwọ́ mẹ́fà ọ̀kọ̀ọ̀kan sì jẹ́ ìgbọ̀nwọ́ kan àti ìlàsímẹ́rin ẹsẹ̀ bàtà ó wọn ògiri náà ó jẹ́ ìwọ̀nyí ọ̀pá náà ní nínípọn ó sì jẹ́ ọ̀pá kan ní gíga,0.24528301886792453
"ìgbàgbọ́ àti ìmọ̀ tí ó dúró lórí ìrètí iyè àìnípẹ̀kun, èyí tí Ọlọ́run tí kì í purọ́ ti ṣe ìlérí rẹ̀ ṣáájú kí ayé tó bẹ̀rẹ̀,",New Testament,Titus,1,2,9.85,SPEAKER_00,TIT_001_Verse_002.wav,2.4375,ìgbàgbọ́ àti ìmọ̀ tí ó dúró lórí ìrètí ìyè àìnípẹ̀kun èyí tí ọlọ́run tí kí i purọ́ ti ṣe ìlérí rẹ̀ ṣáájú kí ayé tó bẹ̀rẹ̀,0.23076923076923078
"Olúwa yóò sì ṣe fún wọn ohun tí ó ti ṣe sí Sihoni àti sí Ogu ọba Amori, tí ó parun pẹ̀lú ilẹ̀ ẹ wọn.",Old Testament,Deuteronomy,31,4,9.48,SPEAKER_00,DEU_031_Verse_004.wav,1.6572265625,olúwa yóò sì ṣe fún wọn ohun tí ó ti ṣe sí sihoni àti sí ogun ọba amori tí ó parun pẹ̀lú ire-jọ̀ọ́n,0.28
"Òun a máa jù ìrù rẹ̀ bí i igi kedari, iṣan itan rẹ̀ dìjọ pọ̀.",Old Testament,Job,40,17,4.99,SPEAKER_00,JOB_040_Verse_017.wav,1.6337890625,òun a máa ju ìró rẹ̀ bí igi kedari níṣàn igi ọ̀rọ̀ tanbí jù,0.6666666666666666
"Jakọbu sì gbọ́ pé àwọn ọmọ Labani ń wí pé, “Jakọbu ti gba gbogbo ohun ìní baba wa, ó sì ti kó ọrọ̀ jọ fún ara rẹ̀ lára àwọn ohun tí í ṣe ti baba wa.”",Old Testament,Genesis,31,1,11.75,SPEAKER_00,GEN_031_Verse_001.wav,2.427734375,jakọbu sì gbọ́ pé àwọn ọmọ labani ń wí pé jakọbu ti gba gbogbo ohun ìní baba wa ó sì ti kó ọ̀rọ̀ jọ fún ara rẹ̀ lára àwọn ohun tí í ṣe ti baba wa,0.19444444444444445
"Ó sì kígbe ní ohùn rara, wí pé: “Babeli ńlá ṣubú! Ó ṣubú! Ó sì di ibùjókòó àwọn ẹ̀mí èṣù, àti ihò fún ẹ̀mí àìmọ́ gbogbo, àti ilé fún ẹyẹ àìmọ́ gbogbo, ilé fún ẹranko ìríra àti àìmọ́ gbogbo.",New Testament,Revelation,18,2,17.29,SPEAKER_00,REV_018_Verse_002.wav,2.20703125,ó sì kígbe ní ohùn rara wí pé babeli ńlá ṣubú ó ṣubú ó sì di ibùjókòó àwọn ẹ̀mí èṣù àti ihò fún ẹ̀mí àìmọ́ gbogbo àti ilé fún ẹyẹ àìmọ́ gbogbo ilé fún ẹranko ìríra àti àìmọ́ gbogbo,0.3076923076923077
"Nígbà ti Jesu gúnlẹ̀, tí ó sì rí ọ̀pọ̀lọpọ̀ ènìyàn, inú rẹ̀ yọ́ sí wọn, ó sì mú àwọn aláìsàn láradá.",New Testament,Matthew,14,14,9.78,SPEAKER_00,MAT_014_Verse_014.wav,2.8203125,nígbà tí jesu gúnlẹ̀ tí ó sì rí ọ̀pọ̀lọpọ̀ ènìyàn inú rẹ̀ yọ sí wọn ó sì mú àwọn aláìsàn láradá,0.38095238095238093
"Nígbàkígbà tí àwọn Israẹli bá jáde lọ sí ojú ogun láti jà, ọwọ́ Olúwa sì wúwo ní ara wọn, àwọn ọ̀tá a sì borí wọn, àní gẹ́gẹ́ bí ó ti búra fún wọn. Wọ́n sì wà nínú ìpọ́njú púpọ̀.",Old Testament,Judges,2,15,11.64,SPEAKER_00,JDG_002_Verse_015.wav,1.908203125,nígbàkígbà tí àwọn israẹli bá jáde lọ sí ojú ogun láti jà ọwọ́ olúwa sì wúwo ní ara wọn àwọn ọ̀tá sì borí wọn àní gẹ́gẹ́ bí ó ti búra fún wọn wọ́n sì wà nínú ìpọ́njú púpọ̀,0.2564102564102564
"Nítorí ọjọ́ ẹ̀san ni ọjọ́ wọ̀nyí, kì a lè mú ohun gbogbo tí a ti kọ̀wé rẹ̀ ṣẹ.",New Testament,Luke,21,22,6.08,SPEAKER_00,LUK_021_Verse_022.wav,2.44921875,nítorí ọjọ́ ẹ̀san ni ọjọ́ wọ̀nyí kí a lè mu ohun gbogbo tí a ti kọ̀wé rẹ̀ ṣẹ,0.2777777777777778
"Òun ó sì fọ́ àwọn alágbára túútúú láìní ìwádìí, a sì fi ẹlòmíràn dípò wọn,",Old Testament,Job,34,24,5.36,SPEAKER_00,JOB_034_Verse_024.wav,2.65625,òun sì fọ́ àwọn alágbára túútúú láìní ìwàdìí a sì fi ẹlòmíràn dípò wọn,0.26666666666666666
"Ayẹyẹ oṣù tuntun yín àti àjọ̀dún tí a yàn, ni ọkàn mi kórìíra. Wọ́n ti di àjàgà sí mi ní ọrùn, Ó sú mi láti fi ara dà wọ́n.",Old Testament,Isaiah,1,14,10.69,SPEAKER_00,ISA_001_Verse_014.wav,2.23828125,ayẹyẹ oṣù tuntun yín àti àjọ̀dún tí a yàn ní ọkàn mi kórìíra wọ́n ti di àjàgà sí mi ní ọrùn ó sú mi láti fi ara dà wọ́n,0.27586206896551724
"(Láti ọ̀dọ̀ àwọn wọ̀nyí ni àwọn tí ń gbé agbègbè tí omi wà ti tàn ká agbègbè wọn, gẹ́gẹ́ bí ẹ̀yà wọn, ìdílé wọn ní orílẹ̀-èdè wọn, olúkúlùkù pẹ̀lú èdè tirẹ̀). Ìran Hamu",Old Testament,Genesis,10,5,16.06,SPEAKER_00,GEN_010_Verse_005.wav,2.55859375,láti ọ̀dọ̀ àwọn wọ̀nyí ni àwọn tí ń gbé agbègbè tí omi wà ti tàn ká agbègbè wọn gẹ́gẹ́ bí ẹ̀yà wọn ìdílé wọn ní orílẹ̀-èdè wọn olúkúlùkù pẹ̀lú èdè tirẹ̀,0.21212121212121213
"Àwọn nǹkan tí ó ní àfarawé ọgbọ́n nítòótọ́, nípasẹ̀ àdábọwọ́ ìsìn, àti ìrẹ̀lẹ̀, àti ìpọ́nra-ẹni-lójú, ṣùgbọ́n tí kò ni èrè láti di ìfẹ́kúfẹ̀ẹ́ ara ku.",New Testament,Colossians,2,23,15.71,SPEAKER_00,COL_002_Verse_023.wav,2.3046875,àwọn kan tí ó ní àfarawé ọgbọ́n nítòótọ́ nípasẹ̀ àdábọ́wọ́ ìsìn àti ìrẹ̀lẹ̀ àti ìpọnra-ẹni-lójú ṣùgbọ́n tí kò ní èrè láti di ìfẹ́kúfẹ̀ẹ́ ara kù,0.36
"Ṣùgbọ́n ní ìsinsin yìí, ohun tí Olúwa wí nìyìí, ẹni tí ó dá ọ, ìwọ Jakọbu, ẹni tí ó mọ ọ́, ìwọ Israẹli: “Má bẹ̀rù, nítorí Èmi ti dá ọ nídè; Èmi ti pè ọ́ ní orúkọ; tèmi ni ìwọ ṣe.",Old Testament,Isaiah,43,1,19.48,SPEAKER_00,ISA_043_Verse_001.wav,2.115234375,ṣùgbọ́n ní ìsinsin yìí ohun tí olúwa wí nìyìí ẹni tí ó dá ọ ìwọ jakọbu ẹni tí ó mọ̀ ìwọ israẹli má bẹ̀rù nítorí èmi ti dá ọ nídè èmi ti pè ọ́ ní orúkọ tèmi ni ìwọ ṣe,0.3902439024390244
"Ẹ má ṣe fi kún àwọn ohun tí mo pàṣẹ fún un yín, ẹ kò sì gbọdọ̀ yọ kúrò nínú wọn, ṣùgbọ́n ẹ pa òfin Olúwa Ọlọ́run yín tí mo fún un yín mọ́.",Old Testament,Deuteronomy,4,2,9.78,SPEAKER_00,DEU_004_Verse_002.wav,2.12109375,ẹ má ṣe fi kún àwọn ohun tí mo pàṣẹ fún yín ẹ kò sì gbọdọ̀ yọ kúrò nínú wọn ṣùgbọ́n ẹ pa òfin olúwa ọlọ́run yín tí mo fún yín mọ́,0.23529411764705882
"kí ẹ ma ba à ba ara yín jẹ́ nípa ṣíṣe ère fún ara yín, àní ère lóríṣìíríṣìí yálà èyí tí ó ní ìrísí ọkùnrin tàbí tí obìnrin,",Old Testament,Deuteronomy,4,16,10.41,SPEAKER_00,DEU_004_Verse_016.wav,2.9921875,kí ẹ má ba à bá ara yín jẹ́ nípa ṣíṣe ère fún ara yín àní ère lóríṣìíríṣìí yálà èyí tí ó ní ìrísí ọkùnrin ìyìn,0.21428571428571427
"Gbogbo wọn yóò sì dàbí ọkùnrin alágbára ni ogun tí ń tẹ àwọn ọ̀tá wọn mọ́lẹ̀ ní ìgboro, wọn ó sì jagun, nítorí Olúwa wà pẹ̀lú wọn, wọn ó sì dààmú àwọn tí ń gun ẹṣin.",Old Testament,Zechariah,10,5,11.47,SPEAKER_00,ZEC_010_Verse_005.wav,2.509765625,gbogbo wọn yóò sì dàbí ọkùnrin alágbára ní ogún tí ń tẹ àwọn ọ̀tá wọn mọ́lẹ̀ ní ìgboro wọn ó sì jagun nítorí olúwa wà pẹ̀lú wọn wọn ó sì dààmú àwọn tí ń gun ẹṣin,0.2222222222222222
"Tó bẹ́ẹ̀ tí àwa fi gba Titu níyànjú pé, bí ó tí bẹ̀rẹ̀ náà, bẹ́ẹ̀ ni kí ó sì parí ẹ̀bùn ọ̀fẹ́ yìí nínú yín pẹ̀lú.",New Testament,2 Corinthians,8,6,8.37,SPEAKER_00,2CO_008_Verse_006.wav,2.154296875,tó bẹ́ẹ̀ tí àwa fi gba tẹtu níyànjú pé bí ó ti bẹ̀rẹ̀ náà bẹ́ẹ̀ ni kí ó sì parí ẹ̀bùn ọ̀fẹ́ yìí nínú yín pẹ̀lú,0.23076923076923078
Kò sí ìrántí ohun ìṣáájú bẹ́ẹ̀ ni ìrántí kì yóò sí fún ohun ìkẹyìn tí ń bọ̀ lọ́dọ̀ àwọn tí ń bọ̀ ní ìgbà ìkẹyìn. Asán ni ọgbọ́n ènìyàn,Old Testament,Ecclesiastes,1,11,11.18,SPEAKER_00,ECC_001_Verse_011.wav,2.466796875,kò sí ìrántí ohun ìṣáájú bẹ́ẹ̀ ni ìrántí kì yóò sí fún ohun ìkẹyìn tí ń bọ̀ lọ́dọ̀ àwọn tí ń bọ̀ ni ìgbàgbọ́n ìjà ènìyàn,0.2413793103448276
Ẹni tí ó bá ènìyàn kan wí yóò rí ojúrere ni nígbẹ̀yìn ju ẹni tí ó ní ètè ẹ̀tàn lọ.,Old Testament,Proverbs,28,23,7.38,SPEAKER_00,PRO_028_Verse_023.wav,1.345703125,ẹni tí ó bá ènìyàn kan wí yóò rí ojúrere ni nígbẹ̀yìn ju ẹni tí ó ní ètè ẹ̀tàn,0.1
"Ògo àwọn ọ̀dọ́mọkùnrin ni agbára wọn, ewú orí ni iyì arúgbó.",Old Testament,Proverbs,20,29,4.85,SPEAKER_00,PRO_020_Verse_029.wav,1.490234375,gbogbo àwọn ọ̀dọ́mọkùnrin ni agbára wọn ewú orí ni ìyè arúgbó,0.36363636363636365
"Lóòótọ́, lóòótọ́ ni mo wí fún yín pé, ẹ̀yin yóò máa sọkún ẹ ó sì máa pohùnréré ẹkún, ṣùgbọ́n àwọn aráyé yóò máa yọ̀: ṣùgbọ́n, ìbànújẹ́ yín yóò di ayọ̀.",New Testament,John,16,20,12.59,SPEAKER_00,JHN_016_Verse_020.wav,2.283203125,lóòótọ́ lóòótọ́ ni mo wí fún yín pé ẹ̀yin yóò máa sọkún ẹ ó sì máa pohùnréré ẹkún ṣùgbọ́n àwọn aráyé yóò máa yọ̀ ṣùgbọ́n ìbànújẹ́ yín yóò di ayọ̀,0.2
"Ó si wí fún ọmọdékùnrin rẹ̀ pé, “Sáré, kí o si wá àwọn ọfà tí èmi ó ta.” Bí ọmọdé náà sì ti ń sáré, òun sì tafà rékọjá rẹ̀.",Old Testament,1 Samuel,20,36,9.01,SPEAKER_00,1SA_020_Verse_036.wav,2.578125,ó sì wí fún ọmọdékùnrin rẹ̀ pé sáré kí ó sì wá àwọn fà tí èmi ó tà bí ọmọdé náà sì ti ń sáré òun sì taáfàrí kọjá rẹ̀,0.43333333333333335
"Nítorí náà, ṣe ló yẹ kí ènìyàn máa wò wá gẹ́gẹ́ bí ìránṣẹ́ àti ìríjú tí a fún ni oore-ọ̀fẹ́ láti mọ Kristi tí a fún ní oore-ọ̀fẹ́ láti mọ àwọn ohun ìjìnlẹ̀ Ọlọ́run.",New Testament,1 Corinthians,4,1,13.49,SPEAKER_00,1CO_004_Verse_001.wav,2.3359375,nítorí náà ṣe ló yẹ kí ènìyàn máa wò wá gẹ́gẹ́ bí ìránṣẹ́ àti ìríjú tí a fún ní oore-ọ̀fẹ́ láti mọ̀ kristi tí a fún ní oore-ọ̀fẹ́ láti mọ̀ àwọn ohun ìjìnlẹ̀ ọlọ́run,0.20588235294117646
"Ní ìhà gúúsù, èyí tí wíwọ̀n rẹ̀ jẹ́ ẹgbẹ̀rún mẹ́rin ó lè ẹ̀ẹ́dẹ́gbẹ̀ta (4,500) ìgbọ̀nwọ́ ní ojú ọ̀nà mẹ́ta yóò wà: ojú ọ̀nà Simeoni, ojú ọ̀nà Isakari àti ojú ọ̀nà Sebuluni.",Old Testament,Ezekiel,48,33,14.43,SPEAKER_00,EZK_048_Verse_033.wav,2.072265625,ní ìhà gúúsù èyí tí wíwọ̀n rẹ̀ jẹ́ ẹgbẹ̀rún mẹ́rin ó lè ẹ̀ẹ́dẹ́gbẹ̀ta ìgbọ̀nwọ́ ní ojú ọ̀nà mẹ́ta yóò wà ojú ọ̀nà simeoni ojú ọ̀nà isakari àti ojú ọ̀nà sebuluni,0.22580645161290322
"“Èmi ti gbọ́ ẹ̀gàn Moabu, àti ẹlẹ́yà àwọn Ammoni, àwọn tó kẹ́gàn àwọn ènìyàn mi, tí wọ́n sì ti gbé ara wọn ga sí agbègbè wọn.",Old Testament,Zephaniah,2,8,9.75,SPEAKER_00,ZEP_002_Verse_008.wav,1.888671875,èmi ti gbọ́ ẹ̀gàn moabu àti ẹlẹ́yà àwọn ammoni àwọn tó kẹ́gàn àwọn ènìyàn mi tí wọ́n sì ti gbé ara wọn ga sí agbègbè wọn,0.19230769230769232
"Nígbà náà ni Jesu wí fún wọn pé, “Nígbà díẹ̀ sí i ni ìmọ́lẹ̀ wà láàrín yín, ẹ máa rìn nígbà tí ẹ̀yin ní ìmọ́lẹ̀, kí òkùnkùn má ṣe bá yín, ẹni tí ó bá sì ń rìn ní òkùnkùn kò mọ ibi òun ń lọ.",New Testament,John,12,35,16.78,SPEAKER_00,JHN_012_Verse_035.wav,2.0546875,nígbà náà ni jesu wí fún wọn pé nígbà díẹ̀ sí i ni ìmọ́lẹ̀ wà láàrín yín ẹ máa rìn nígbà tí ẹ̀yin ní ìmọ́lẹ̀ kí òkùnkùn má ṣe bá yín ẹni tí ó bá sì ń rìn ní òkùnkùn kò mọ ìbí òun lọ,0.21739130434782608
"Ní ọjọ́ keje ní oṣù karùn-ún, ní ọdún kọkàndínlógún ti Nebukadnessari ọba Babeli, Nebusaradani olórí ẹ̀ṣọ́, ìránṣẹ́ ọba Babeli wá sí Jerusalẹmu;",Old Testament,2 Kings,25,8,12.09,SPEAKER_00,2KI_025_Verse_008.wav,2.5234375,ní ọjọ́ keje ní oṣù karùn-ún ní ọdún kọkàndínlógún ti nebukadnessari ọba babeli nebusaradani olórí ẹ̀ṣọ́ ìránṣẹ́ ọba babeli wá sí jerusalẹmu,0.36363636363636365
"Lẹ́yìn èyí, bí Jesu ti mọ̀ pé, a ti parí ohun gbogbo tán, kí ìwé mímọ́ bà á lè ṣẹ, ó wí pé, “Òrùngbẹ ń gbẹ mí.”",New Testament,John,19,28,10.35,SPEAKER_00,JHN_019_Verse_028.wav,2.359375,lẹ́yìn èyí bí jesu ti mọ̀ pé a ti parí ohun gbogbo tán kí ìwé mímọ́ ba à lè ṣẹ ó wí pé òrùngbẹ ń gbẹ mí,0.4074074074074074
"Ẹ̀yin mọ ibi tí èmi gbé ń lọ, ẹ sì mọ ọ̀nà náà.” Jesu ni ọnà sí ọ̀dọ̀ Baba",New Testament,John,14,4,7.86,SPEAKER_00,JHN_014_Verse_004.wav,2.373046875,ẹ̀yin mọ ibi ti èmi gbé lọ ẹ sì mọ ọ̀nà náà,0.5789473684210527
"Ìbùkún ni fún ọ nígbà tí ìwọ bá wọlé, ìbùkún ni fún ọ nígbà tí ìwọ bá jáde.",Old Testament,Deuteronomy,28,6,5.68,SPEAKER_00,DEU_028_Verse_006.wav,2.330078125,ìbùkún ni fún ọ nígbà tí ìwọ bá wọlé ìbùkún ni fún ọ nígbà tí ìwọ bá jáde,0.16666666666666666
"Irú ẹni bẹ́ẹ̀ yálà ọkùnrin tàbí obìnrin, ẹ lé wọn jáde kúrò nínú ibùdó kí wọn má ba à ba ibùdó wọn jẹ́ níbi tí èmi ń gbé láàrín wọn.”",Old Testament,Numbers,5,3,10.65,SPEAKER_00,NUM_005_Verse_003.wav,2.3671875,irú ẹni bẹ́ẹ̀ yálà ọkùnrin tàbí obìnrin ẹ lé wọn jáde kúrò nínú ibùdó kí wọn má ba à ba ibùdó wọn jẹ́ níbi tí èmi ń láàrín wọn,0.13333333333333333
àti Kosi ẹni tí ó jẹ́ baba Anubu àti Sobeba àti ti àwọn ẹ̀yà Aharheli ọmọ Harumu.,Old Testament,1 Chronicles,4,8,8.87,SPEAKER_00,1CH_004_Verse_008.wav,2.4453125,àti koṣi ẹni tí ó jẹ́ baba anubu àti sobeba àti ti àwọn ẹ̀yà areeli ọmọ aaromu,0.29411764705882354
"Ta ni ó ti mọ ọkàn Olúwa, tàbí tí ó ti tọ́ ọ ṣọ́nà gẹ́gẹ́ bí olùdámọ̀ràn rẹ̀?",Old Testament,Isaiah,40,13,6.72,SPEAKER_00,ISA_040_Verse_013.wav,2.029296875,ta ni ó ti mọ̀ ọkàn olúwa tàbí tí ó ti tọ́ ọ ṣọ́nà gẹ́gẹ́ bí olùdámọ̀ràn rẹ̀,0.2222222222222222
"Ní ìgbà náà Ahasiah ọmọ Ahabu wí fún Jehoṣafati pé, “Jẹ́ kí àwọn ìránṣẹ́ mi bá àwọn ìránṣẹ́ rẹ lọ nínú ọkọ̀,” ṣùgbọ́n Jehoṣafati kọ̀.",Old Testament,1 Kings,22,49,10.0,SPEAKER_00,1KI_022_Verse_049.wav,2.255859375,ní ìgbà náà asah ọmọ ahabu wí fún jehoṣafati pé jẹ́ kí àwọn ìránṣẹ́ mi bá àwọn ìránṣẹ́ rẹ lọ nínú ọkọ̀ ṣùgbọ́n jehoṣafati kọ̀,0.36
"Mose sì gba egbèje ṣékélì ó dín márùndínlógójì (1,365) gẹ́gẹ́ bí iye ṣékélì ibi mímọ́ lọ́wọ́ àkọ́bí àwọn ọmọ Israẹli.",Old Testament,Numbers,3,50,8.82,SPEAKER_00,NUM_003_Verse_050.wav,2.318359375,mose sì gba egbèjè ṣékélì ó di márùndínlógójì gẹ́gẹ́ bí ṣékélì ibi mímọ́ lọ́wọ́ àkọ́bí àwọn ọmọ israẹli,0.3
"nítorí ọkàn wọn ń gbèrò ohun búburú, ètè wọn sì ń sọ̀rọ̀ nípa dídá rúgúdù sílẹ̀.",Old Testament,Proverbs,24,2,5.92,SPEAKER_00,PRO_024_Verse_002.wav,2.931640625,nítorí ọkàn wọn ń gbèrò ohun búburú ète wọn sì ń sọ̀rọ̀ nípa dídá orúgbúdù sílẹ̀,0.25
Yóò jẹ ẹ̀yà ara rẹ̀; ikú àkọ́bí ni yóò jẹ agbára rẹ̀ run.,Old Testament,Job,18,13,4.88,SPEAKER_00,JOB_018_Verse_013.wav,2.009765625,yóò jẹ ẹ̀yà ara rẹ̀ ikú àkọ́bí ni yóò jẹ agbára rẹ̀ run,0.23076923076923078
"Mose gbé tábìlì sínú àgọ́ àjọ sí ìhà àríwá àgọ́ náà lẹ́yìn aṣọ títa,",Old Testament,Exodus,40,22,5.55,SPEAKER_00,EXO_040_Verse_022.wav,2.369140625,mose gbé tábìlì sínú àgọ́ àjọ sí ìhà àríwá àgọ́ náà lẹ́yìn aṣọ títa,0.14285714285714285
Rí i dájú pé ọ̀rọ̀ mi kì yóò ṣèké nítòótọ́; ẹni tí ó pé ní ìmọ̀ wà pẹ̀lú rẹ̀.,Old Testament,Job,36,4,5.87,SPEAKER_00,JOB_036_Verse_004.wav,2.55078125,rí i dájú pé ọ̀rọ̀ mi ki yóò ṣèké nítòótọ́ ẹni tí ó pé ní ìmọ̀ wà pẹ̀lú rẹ̀,0.21052631578947367
"Èmi nìyí, àti àwọn ọmọ tí Olúwa fi fún mi. Àwa jẹ́ àmì àti àpẹẹrẹ ní Israẹli láti ọ̀dọ̀ Olúwa àwọn ọmọ-ogun, ẹni tí ó ń gbé ní òkè Sioni.",Old Testament,Isaiah,8,18,12.33,SPEAKER_00,ISA_008_Verse_018.wav,2.1484375,èmi nìyìí àti àwọn ọmọ tí olúwa fi fún mi àwa jẹ́ àmì àti àpẹẹrẹ ní israẹli láti ọ̀dọ̀ olúwa àwọn ọmọ-ogun ẹni tí ó ń gbé ní òkè sioni,0.3
"Ní ọjọ́ ìpọ́njú mi èmi yóò pè ọ́, nítorí ìwọ yóò dá mi lóhùn.",Old Testament,Psalms,86,7,4.26,SPEAKER_00,PSA_086_Verse_007.wav,1.9228515625,ní ọjọ́ ìpọ́njú mi èmi yóò pè ọ́ nítorí ìwọ yóò dá mi lóhùn,0.21428571428571427
Gbogbo ọ̀nà ènìyàn ni ó dàbí i pé ó dára lójú ara rẹ̀ ṣùgbọ́n Olúwa ló ń díwọ̀n èrò inú ọkàn.,Old Testament,Proverbs,16,2,7.09,SPEAKER_00,PRO_016_Verse_002.wav,1.7861328125,gbogbo ọ̀nà ènìyàn ni ó dàbí pé ó dára lójú ara rẹ̀ ṣùgbọ́n olúwa ló díwọ̀n ìró inú ọkọ̀,0.2857142857142857
“Ègbé ni fún ẹ̀yin ọlọ́rọ̀ nítorí ẹ ti gba ìtùnú yín.,New Testament,Luke,6,24,5.49,SPEAKER_00,LUK_006_Verse_024.wav,2.146484375,ègbé ni fún ẹ̀yin ọlọ́rọ̀ nítorí ẹ ti gba ìtùnú yín,0.18181818181818182
